EmployeeKey|ParentEmployeeKey|EmployeeNationalIDAlternateKey|ParentEmployeeNationalIDAlternateKey|SalesTerritoryKey|FirstName|LastName|MiddleName|NameStyle|Title|HireDate|BirthDate|LoginID|EmailAddress|Phone|MaritalStatus|EmergencyContactName|EmergencyContactPhone|SalariedFlag|Gender|PayFrequency|BaseRate|VacationHours|SickLeaveHours|CurrentFlag|SalesPersonFlag|DepartmentName|StartDate|EndDate|Status|EmployeePhoto
161|18|999440576||11|Brandon|Heidepriem|G|0|Production Technician - WC60|2008-09-08|1976-08-10|adventure-works\brandon0|brandon0@adventure-works.com|429-555-0137|M|Brandon Heidepriem|429-555-0137|0|M|1|12.45|22|31|1|0|Production|2008-09-08||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED019250686F746F73686F7020332E30003842494D04040000000001761C015A00031B25471C0200000200021C027800264120676F6F64206C6F6F6B696E6720796F756E6720617369616E20627573696E6573736D616E1C02050019536D696C696E6720596F756E6720
162|3|134969118||11|Dylan|Miller|A|0|Research and Development Manager|2008-09-08|1986-09-24|adventure-works\dylan0|dylan0@adventure-works.com|181-555-0156|M|Dylan Miller|181-555-0156|1|M|2|50.4808|61|50|1|0|Research and Development|2008-09-08||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
163|23|551834634||11|Shane|Kim|S|0|Production Supervisor - WC45|2008-09-08|1989-12-22|adventure-works\shane0|shane0@adventure-works.com|810-555-0178|S|Shane Kim|810-555-0178|0|M|2|25.00|75|57|1|0|Production|2008-09-08||Current|0xFFD8FFE000104A46494600010101004800480000FFED01F450686F746F73686F7020332E30003842494D04040000000001A21C015A00031B25471C0200000200021C0278003B4166726963616E20416D65726963616E206D616C6520627573696E6573736D616E20686F6C64696E672061206C6170746F7020636F6D707574
164|186|305522471||11|John|Chen|Y|0|Production Technician - WC20|2008-09-09|1985-11-03|adventure-works\john2|john2@adventure-works.com|201-555-0163|M|John Chen|201-555-0163|0|M|1|14.00|18|29|1|0|Production|2008-09-09||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
165|92|260770918||11|Karen|Berge|R|0|Document Control Assistant|2008-09-09|1975-07-25|adventure-works\karen0|karen0@adventure-works.com|746-555-0164|M|Karen Berge|746-555-0164|0|F|2|10.25|79|59|1|0|Document Control|2008-09-09||Current|0xFFD8FFE000104A46494600010101004800480000FFED013C50686F746F73686F7020332E30003842494D040400000000011F1C015A00031B25471C0200000200021C02780040506F727472616974206F66206120736D696C696E6720627573696E657373776F6D616E2069736F6C61746564206F6E20776869746520626163
166|18|788456780||11|Jose|Lugo|R|0|Production Technician - WC60|2008-09-10|1984-02-29|adventure-works\jose0|jose0@adventure-works.com|587-555-0115|M|Jose Lugo|587-555-0115|0|M|1|12.45|20|30|1|0|Production|2008-09-10||Current|0xFFD8FFE000104A46494600010101006000600000FFDB004300080606070605080707070909080A0C140D0C0B0B0C1912130F141D1A1F1E1D1A1C1C20242E2720222C231C1C2837292C30313434341F27393D38323C2E333432FFDB0043010909090C0B0C180D0D1832211C2132323232323232323232323232323232323232
167|76|370581729||11|Mandar|Samant|H|0|Production Technician - WC50|2008-09-10|1985-10-19|adventure-works\mandar0|mandar0@adventure-works.com|140-555-0132|S|Mandar Samant|140-555-0132|0|M|1|11.00|0|20|1|0|Production|2008-09-10||Current|0xFFD8FFE000104A46494600010101004800480000FFED01F050686F746F73686F7020332E30003842494D04040000000001D41C015A00031B25471C0200000200021C02780032627573696E6573736D616E20696E206120737569742069736F6C61746564206F6E207768697465206261636B67726F756E641C027A000F456C
168|278|603686790||11|Mikael|Sandberg|Q|0|Buyer|2008-09-10|1984-03-17|adventure-works\mikael0|mikael0@adventure-works.com|309-555-0170|S|Mikael Sandberg|309-555-0170|0|M|2|18.2692|59|49|1|0|Purchasing|2008-09-10||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED009850686F746F73686F7020332E30003842494D040400000000007B1C015A00031B25471C0200000200021C0250000C5368656C6C792050657272791C0219000343524D1C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C204361
169|76|152085091||11|Sameer|Tejani|A|0|Production Technician - WC50|2008-09-11|1978-01-24|adventure-works\sameer0|sameer0@adventure-works.com|990-555-0172|M|Sameer Tejani|990-555-0172|0|M|1|11.00|4|22|1|0|Production|2008-09-11||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED01D050686F746F73686F7020332E30003842494D04040000000001B41C015A00031B25471C0200000200021C02780034506F727472616974206F6620612068616E64736F6D6520796F756E67206D616E20696E206120627573696E65737320737569742E1C0250000B
170|142|663843431||11|Dragan|Tomic|K|0|Accounts Payable Specialist|2008-09-11|1976-09-14|adventure-works\dragan0|dragan0@adventure-works.com|117-555-0185|M|Dragan Tomic|117-555-0185|0|M|2|19.00|63|51|1|0|Finance|2008-09-11||Current|0xFFD8FFE000104A46494600010101004800480000FFED020850686F746F73686F7020332E30003842494D04040000000001EB1C015A00031B25471C0200000200021C02780063506F727472616974206F66206120796F756E67204166726963616E20416D65726963616E20627573696E657373206D616E2077697468206861
171|177|227319668||11|Carol|Philips|M|0|Production Technician - WC30|2008-09-12|1988-05-17|adventure-works\carol0|carol0@adventure-works.com|609-555-0153|M|Carol Philips|609-555-0153|0|F|1|9.50|45|42|1|0|Production|2008-09-12||Current|0xFFD8FFE000104A46494600010101004800480000FFED009050686F746F73686F7020332E30003842494D04040000000000731C015A00031B25471C0200000200021C025000242020202020202020202020202020202020202020202020202020202020202020202020201C0274003620202020202020202020202020202020
172|89|578953538||11|Rob|Caron|T|0|Production Technician - WC40|2008-09-13|1973-03-04|adventure-works\rob1|rob1@adventure-works.com|238-555-0116|S|Rob Caron|238-555-0116|0|M|1|15.00|71|55|1|0|Production|2008-09-13||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED003A50686F746F73686F7020332E30003842494D040400000000001E1C015A00031B25471C0200000200021C0250000A4D61726B204576616E73FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A08
173|40|222400012||11|Don|Hall|L|0|Production Technician - WC50|2008-09-13|1971-01-11|adventure-works\don0|don0@adventure-works.com|100-555-0174|M|Don Hall|100-555-0174|0|M|1|11.00|88|64|1|0|Production|2008-09-13||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
174|46|470689086||11|Alan|Brewer|J|0|Scheduling Assistant|2008-09-13|1983-10-28|adventure-works\alan0|alan0@adventure-works.com|438-555-0172|M|Alan Brewer|438-555-0172|0|M|2|16.00|47|43|1|0|Production Control|2008-09-13||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
175|188|860123571||11|David|Lawrence|Oliver|0|Production Technician - WC30|2008-09-14|1985-04-23|adventure-works\david7|david7@adventure-works.com|118-555-0177|M|David Lawrence|118-555-0177|0|M|1|9.50|29|34|1|0|Production|2008-09-14||Current|0x89504E470D0A1A0A0000000D4948445200000090000000B70806000000FDEFD736000000017352474200AECE1CE90000000467414D410000B18F0BFC6105000000097048597300000EC400000EC401952B0E1B0000BE8E49444154785EA5BD6790A459769E77AB2AABB2BCED6A6FA6BBC7EFACDF05D6C02D0492A228019044
176|89|273260055||11|Baris|Cetinok|F|0|Production Technician - WC40|2008-09-15|1990-05-07|adventure-works\baris0|baris0@adventure-works.com|164-555-0114|S|Baris Cetinok|164-555-0114|0|M|1|15.00|72|56|1|0|Production|2008-09-15||Current|0xFFD8FFE000104A46494600010101004800480000FFED019A50686F746F73686F7020332E30003842494D040400000000017D1C015A00031B25471C0200000200021C02780027506F727472616974206F66206120796F756E6720736572696F757320627573696E6573736D616E1C02500007756E6B6E6F776E1C0205001353
177|23|578935259||11|Michael|Ray|Sean|0|Production Supervisor - WC30|2008-09-15|1988-08-29|adventure-works\michael3|michael3@adventure-works.com|156-555-0199|S|Michael Ray|156-555-0199|0|M|2|25.00|70|55|1|0|Production|2008-09-15||Current|0xFFD8FFE000104A46494600010101004800480000FFED009850686F746F73686F7020332E30003842494D040400000000007C1C015A00031B25471C0200000200021C0250000B4A55414E204D4F4E494E4F1C021900114368616E6765204D616E6167656D656E741C0219000E4469676974616C2043616D6572611C02190011
178|20|752513276||11|Steve|Masters|F|0|Production Technician - WC60|2008-09-15|1990-11-04|adventure-works\steve0|steve0@adventure-works.com|712-555-0170|S|Steve Masters|712-555-0170|0|M|1|12.45|31|35|1|0|Production|2008-09-15||Current|0xFFD8FFE000104A46494600010101004800480000FFED00CC50686F746F73686F7020332E30003842494D04040000000000AF1C015A00031B25471C0200000200021C0250000F426F6F6E6520526F6472696775657A1C026E000F426F6F6E6520526F6472696775657A1C0237000832303039303430361C025A0008506F7274
179|18|754372876||11|Suchitra|Mohan|O|0|Production Technician - WC60|2008-09-16|1987-01-08|adventure-works\suchitra0|suchitra0@adventure-works.com|753-555-0129|M|Suchitra Mohan|753-555-0129|0|F|1|12.45|15|27|1|0|Production|2008-09-16||Current|0xFFD8FFE000104A46494600010101004800480000FFED01F050686F746F73686F7020332E30003842494D04040000000001D41C015A00031B25471C0200000200021C02780047506F727472616974206F66206120796F756E6720627573696E657373776F6D616E207374616E64696E67206F6E2077686974652069736F6C61
180|44|58317344||11|Karen|Berg|A|0|Application Specialist|2008-09-16|1977-12-17|adventure-works\karen1|karen1@adventure-works.com|654-555-0177|S|Karen Berg|654-555-0177|1|F|2|27.4038|74|57|1|0|Information Services|2008-09-16||Current|0xFFD8FFE000104A46494600010101004800480000FFED19D250686F746F73686F7020332E30003842494D04040000000002BA1C0200000200001C0278002E536D696C696E6720627573696E65737320776F6D616E206F6E20746865207768697465206261636B67726F756E641C02500013416C69616B73656920536162656C
181|147|404159499||11|Terrence|Earls|W|0|Production Technician - WC20|2008-09-16|1984-07-08|adventure-works\terrence0|terrence0@adventure-works.com|110-555-0115|S|Terrence Earls|110-555-0115|0|M|1|14.00|13|26|1|0|Production|2008-09-16||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
182|142|363910111||11|Barbara|Moreland|C|0|Accountant|2008-09-18|1975-08-04|adventure-works\barbara1|barbara1@adventure-works.com|822-555-0145|M|Barbara Moreland|822-555-0145|1|F|2|26.4423|58|49|1|0|Finance|2008-09-18||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED01AC50686F746F73686F7020332E30003842494D04040000000001901C015A00031B25471C0200000200021C02780038596F756E6720627573696E657373776F6D616E20776F726B696E67206F6E206C6170746F702C2069736F6C61746564206F6E2077686974651C
183|40|599942664||11|Chad|Niswonger|W|0|Production Technician - WC50|2008-09-18|1990-03-04|adventure-works\chad0|chad0@adventure-works.com|559-555-0175|M|Chad Niswonger|559-555-0175|0|M|1|11.00|99|69|1|0|Production|2008-09-18||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
184|138|993310268||11|Rostislav|Shabalin|E|0|Production Technician - WC30|2008-09-19|1977-04-13|adventure-works\rostislav0|rostislav0@adventure-works.com|751-555-0134|M|Rostislav Shabalin|751-555-0134|0|M|1|9.50|40|40|1|0|Production|2008-09-19||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
185|201|20244403||11|Belinda|Newman|M|0|Production Technician - WC45|2008-09-20|1974-10-15|adventure-works\belinda0|belinda0@adventure-works.com|319-555-0126|S|Belinda Newman|319-555-0126|0|F|1|10.00|83|61|1|0|Production|2008-09-20||Current|0xFFD8FFE000104A46494600010101004800480000FFED009050686F746F73686F7020332E30003842494D04040000000000731C015A00031B25471C0200000200021C025000242020202020202020202020202020202020202020202020202020202020202020202020201C0274003620202020202020202020202020202020
186|23|862951447||11|Katie|McAskill-White|L|0|Production Supervisor - WC20|2008-09-20|1984-06-18|adventure-works\katie0|katie0@adventure-works.com|809-555-0133|S|Katie McAskill-White|809-555-0133|0|F|2|25.00|42|41|1|0|Production|2008-09-20||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
187|188|551346974||11|Russell|King|M|0|Production Technician - WC30|2008-09-21|1981-09-11|adventure-works\russell1|russell1@adventure-works.com|517-555-0122|M|Russell King|517-555-0122|0|M|1|9.50|24|32|1|0|Production|2008-09-21||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED019650686F746F73686F7020332E30003842494D040400000000017A1C015A00031B25471C0200000200021C0278004D706F727472616974206F662020796F756E672C20636865657266756C2C206E69636520627573696E6573736D616E206F6E2020677261792062
188|23|60114406||11|Jack|Richins|S|0|Production Supervisor - WC30|2008-09-21|1983-01-20|adventure-works\jack0|jack0@adventure-works.com|552-555-0111|S|Jack Richins|552-555-0111|0|M|2|25.00|68|54|1|0|Production|2008-09-21||Current|0xFFD8FFE000104A4649460001010100F000F00000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
189|23|33237992||11|Andrew|Hill|R|0|Production Supervisor - WC10|2008-09-22|1988-04-06|adventure-works\andrew0|andrew0@adventure-works.com|908-555-0159|S|Andrew Hill|908-555-0159|0|M|2|25.00|65|52|1|0|Production|2008-09-22||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED004050686F746F73686F7020332E30003842494D04040000000000231C015A00031B25471C0200000200021C0250000F626F6F6E6520726F6472696775657A00FFDB004300020101020101020202020202020203050303030303060404030507060707070607070809
190|89|1300049||11|Nicole|Holliday|B|0|Production Technician - WC40|2008-09-22|1985-11-07|adventure-works\nicole0|nicole0@adventure-works.com|508-555-0129|M|Nicole Holliday|508-555-0129|0|F|1|15.00|67|53|1|0|Production|2008-09-22||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED003C50686F746F73686F7020332E30003842494D040400000000001F1C015A00031B25471C0200000200021C0250000B526963682048204C65676700FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B090808
191|16|10708100||11|Frank|Miller|T|0|Production Technician - WC50|2008-09-23|1971-02-21|adventure-works\frank1|frank1@adventure-works.com|167-555-0139|S|Frank Miller|167-555-0139|0|M|1|11.00|10|25|1|0|Production|2008-09-23||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED018E50686F746F73686F7020332E30003842494D04040000000001711C015A00031B25471C0200000200021C02780036416E2069736F6C617465642073686F74206F66206120736D696C696E672073656E696F7220617369616E20627573696E6573736D616E1C0205
192|154|672243793||11|Peter|Connelly|I|0|Network Administrator|2008-09-23|1979-12-27|adventure-works\peter1|peter1@adventure-works.com|310-555-0133|S|Peter Connelly|310-555-0133|0|M|2|32.4519|69|54|1|0|Information Services|2008-09-23||Current|0xFFD8FFE000104A46494600010101004800480000FFED009850686F746F73686F7020332E30003842494D040400000000007C1C015A00031B25471C0200000200021C0278001D427573696E6573736D616E20636C6F73652D75702069736F6C617465641C020500156D616E2069736F6C61746564206F6E2077686974651C02
193|111|63761469||11|Anibal|Sousa|T|0|Production Technician - WC20|2008-09-23|1974-04-05|adventure-works\anibal0|anibal0@adventure-works.com|106-555-0120|S|Anibal Sousa|106-555-0120|0|F|1|14.00|8|24|1|0|Production|2008-09-23||Current|0xFFD8FFE000104A4649460001010100F000F00000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
194|214|693168613||11|Ken|Myer|L|0|Production Technician - WC40|2008-09-24|1980-12-26|adventure-works\ken1|ken1@adventure-works.com|949-555-0174|M|Ken Myer|949-555-0174|0|M|1|15.00|51|45|1|0|Production|2008-09-24||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
195|32|476980013||11|Grant|Culbertson|N|0|Human Resources Administrative Assistant|2008-09-25|1975-11-15|adventure-works\grant0|grant0@adventure-works.com|955-555-0131|S|Grant Culbertson|955-555-0131|0|M|2|13.9423|53|46|1|0|Human Resources|2008-09-25||Current|0xFFD8FFE000104A46494600010101004800480000FFED00F250686F746F73686F7020332E30003842494D04040000000000D51C015A00031B25471C0200000200021C0278004A416E206174747261637469766520796F756E6720627573696E657373206D616E20736D696C696E6720636F6E666964656E746C79206F766572
196|40|334834274||11|Michael|Entin|T|0|Production Technician - WC50|2008-09-25|1989-01-13|adventure-works\michael4|michael4@adventure-works.com|817-555-0186|S|Michael Entin|817-555-0186|0|M|1|11.00|94|67|1|0|Production|2008-09-25||Current|0xFFD8FFE000104A46494600010101015E015E0000FFED00B050686F746F73686F7020332E30003842494D04040000000000931C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
197|163|399658727||11|Lionel|Penuchot|C|0|Production Technician - WC45|2008-09-26|1987-10-13|adventure-works\lionel0|lionel0@adventure-works.com|450-555-0152|S|Lionel Penuchot|450-555-0152|0|M|1|10.00|78|59|1|0|Production|2008-09-26||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED019050686F746F73686F7020332E30003842494D04040000000001731C015A00031B25471C0200000200021C027800416861707079206D6964646C652061676564206D616E20776974682062616C64207368617665642068656164206F6E207768697465206261636B
198|9|500412746||11|Thomas|Michaels|R|0|Production Technician - WC60|2008-09-26|1985-08-10|adventure-works\thomas0|thomas0@adventure-works.com|278-555-0118|M|Thomas Michaels|278-555-0118|0|M|1|12.45|37|38|1|0|Production|2008-09-26||Current|0xFFD8FFE000104A46494600010101006000600000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
199|87|652779496||11|Jimmy|Bischoff|T|0|Stocker|2008-09-26|1990-06-01|adventure-works\jimmy0|jimmy0@adventure-works.com|927-555-0168|M|Jimmy Bischoff|927-555-0168|0|M|1|9.00|96|68|1|0|Shipping and Receiving|2008-09-26||Current|0xFFD8FFE000104A46494600010101004800480000FFED01F050686F746F73686F7020332E30003842494D04040000000001D41C015A00031B25471C0200000200021C02780040706F727472616974202D2068616E64736F6D6520627573696E6573732065786563757469766520696E20737569742069736F6C61746564206F
200|138|878395493||11|Michael|Vanderhyde|T|0|Production Technician - WC30|2008-09-26|1982-04-18|adventure-works\michael5|michael5@adventure-works.com|296-555-0121|M|Michael Vanderhyde|296-555-0121|0|M|1|9.50|35|37|1|0|Production|2008-09-26||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
201|23|332349500||11|Lori|Kane|A|0|Production Supervisor - WC45|2008-09-26|1980-02-16|adventure-works\lori0|lori0@adventure-works.com|289-555-0196|S|Lori Kane|289-555-0196|0|F|2|25.00|76|58|1|0|Production|2008-09-26||Current|0xFFD8FFE000104A46494600010101004800480000FFED01DE50686F746F73686F7020332E30003842494D04040000000001A21C015A00031B25471C0200000200021C02780040436F6E666964656E7420627573696E657373776F6D656E20686F6C64696E6720612070656E20616E6420736D696C696E6720746F7761726420
202|278|792847334||11|Arvind|Rao|B|0|Buyer|2008-09-28|1974-03-21|adventure-works\arvind0|arvind0@adventure-works.com|848-555-0163|M|Arvind Rao|848-555-0163|0|M|2|18.2692|60|50|1|0|Purchasing|2008-09-28||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED00D050686F746F73686F7020332E30003842494D04040000000000B41C015A00031B25471C0200000200021C0250000F626F6F6E6520726F6472696775657A1C02190008576972656C6573731C021900095374616E64617264731C0219000352454A1C021900114368
203|186|621932914||11|Stefen|Hesse|A|0|Production Technician - WC20|2008-09-28|1975-07-21|adventure-works\stefen0|stefen0@adventure-works.com|165-555-0113|S|Stefen Hesse|165-555-0113|0|M|1|14.00|19|29|1|0|Production|2008-09-28||Current|0xFFD8FFE000104A46494600010101004800480000FFED005C50686F746F73686F7020332E30003842494D04040000000000401C015A00031B25471C0200000200021C021900114368616E6765204D616E6167656D656E741C0219000E4469676974616C2043616D6572611C0219000343524DFFDB0043000201010201010202
204|23|398223854||11|Hazem|Abolrous|E|0|Quality Assurance Manager|2008-09-28|1977-05-26|adventure-works\hazem0|hazem0@adventure-works.com|869-555-0125|S|Hazem Abolrous|869-555-0125|1|M|2|28.8462|80|60|1|0|Quality Assurance|2008-09-28||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
205|142|519756660||11|Janet|Sheperdigian|L|0|Accounts Payable Specialist|2008-09-29|1978-10-07|adventure-works\janet0|janet0@adventure-works.com|393-555-0186|M|Janet Sheperdigian|393-555-0186|0|F|2|19.00|64|52|1|0|Finance|2008-09-29||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED013C50686F746F73686F7020332E30003842494D040400000000011F1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
206|76|912141525||11|Elizabeth|Keyser|I|0|Production Technician - WC50|2008-09-30|1989-08-25|adventure-works\elizabeth0|elizabeth0@adventure-works.com|318-555-0137|M|Elizabeth Keyser|318-555-0137|0|F|1|11.00|5|22|1|0|Production|2008-09-30||Current|0xFFD8FFE000104A46494600010101004800480000FFED015050686F746F73686F7020332E30003842494D04040000000001331C015A00031B25471C0200000200021C0278002E536D696C696E6720627573696E65737320776F6D616E206F6E20746865207768697465206261636B67726F756E641C02500013416C69616B73
207|7|243322160||11|Terry|Eminhizer|J|0|Marketing Specialist|2008-09-30|1985-09-04|adventure-works\terry0|terry0@adventure-works.com|138-555-0118|M|Terry Eminhizer|138-555-0118|0|M|2|14.4231|44|42|1|0|Marketing|2008-09-30||Current|0xFFD8FFE000104A46494600010101004800480000FFED00FC50686F746F73686F7020332E30003842494D04040000000000DF1C015A00031B25471C0200000200021C02780047506F727472616974206F66206120636865657266756C2068616E64736F6D6520627573696E657373206D616E206C61756768696E67206F7665
208|188|568626529||11|John|Frum|N|0|Production Technician - WC30|2008-10-01|1981-10-22|adventure-works\john3|john3@adventure-works.com|663-555-0172|S|John Frum|663-555-0172|0|M|1|9.50|27|33|1|0|Production|2008-10-01||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
209|177|301435199||11|Merav|Netz|A|0|Production Technician - WC30|2008-10-01|1982-12-11|adventure-works\merav0|merav0@adventure-works.com|224-555-0187|M|Merav Netz|224-555-0187|0|F|1|9.50|46|43|1|0|Production|2008-10-01||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
210|46|368691270||11|Brian|LaMee|P|0|Scheduling Assistant|2008-10-01|1984-03-11|adventure-works\brian1|brian1@adventure-works.com|313-555-0196|M|Brian LaMee|313-555-0196|0|M|2|16.00|48|44|1|0|Production Control|2008-10-01||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED003850686F746F73686F7020332E30003842494D040400000000001B1C015A00031B25471C0200000200021C02500007756E6B6E6F776E00FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A080707
211|40|211789056||11|Kitti|Lertpiriyasuwat|H|0|Production Technician - WC50|2008-10-02|1987-01-04|adventure-works\kitti0|kitti0@adventure-works.com|785-555-0132|S|Kitti Lertpiriyasuwat|785-555-0132|0|F|1|11.00|89|64|1|0|Production|2008-10-02||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED00BC50686F746F73686F7020332E30003842494D04040000000000A01C015A00031B25471C0200000200021C02190008576972656C6573731C021900095374616E64617264731C0219000352454A1C021900114368616E6765204D616E6167656D656E741C02190012
212|20|63179277||11|Jay|Adams|G|0|Production Technician - WC60|2008-10-03|1975-09-11|adventure-works\jay0|jay0@adventure-works.com|407-555-0165|S|Jay Adams|407-555-0165|0|M|1|12.45|32|36|1|0|Production|2008-10-03||Current|0xFFD8FFE000104A46494600010101006000600000FFEC00114475636B79000100040000003C0000FFE10D80687474703A2F2F6E732E61646F62652E636F6D2F7861702F312E302F003C3F787061636B657420626567696E3D22EFBBBF222069643D2257354D304D7043656869487A7265537A4E54637A6B633964223F3E0D0A
213|188|587567941||11|Jan|Miksovsky|S|0|Production Technician - WC30|2008-10-03|1974-06-15|adventure-works\jan0|jan0@adventure-works.com|139-555-0131|S|Jan Miksovsky|139-555-0131|0|M|1|9.50|30|35|1|0|Production|2008-10-03||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED009A50686F746F73686F7020332E30003842494D040400000000007D1C015A00031B25471C0200000200021C021900114368616E6765204D616E6167656D656E741C0219001250726F63657373204175746F6D6174696F6E1C0219000E4469676974616C2043616D65
